# PostgreSQL oracle for postgres-jsonb-canonical.
# Recorded from live servers. Regenerate with:
#   UPDATE_ORACLE=1 cargo test --release --test differential
# Columns: spelling, majors accepting it, equivalence class under `jsonb =`.
# A class of `-` means every server refused the spelling.
1.250e-3	14,15,16,17,18	63
1.250e-5	14,15,16,17,18	64
1.250e1	14,15,16,17,18	65
1.250e3	14,15,16,17,18	66
1.25e-2	14,15,16,17,18	57
1.25e-4	14,15,16,17,18	58
1.25e0	14,15,16,17,18	60
1.25e2	14,15,16,17,18	61
1.25e4	14,15,16,17,18	67
1.500e-1	14,15,16,17,18	68
1.500e-2	14,15,16,17,18	69
1.500e-3	14,15,16,17,18	70
1.500e-4	14,15,16,17,18	71
1.500e0	14,15,16,17,18	72
1.50e-1	14,15,16,17,18	68
1.50e-2	14,15,16,17,18	69
1.50e-3	14,15,16,17,18	70
1.50e0	14,15,16,17,18	72
1.50e1	14,15,16,17,18	73
1.55e1	14,15,16,17,18	41
1.5e-1	14,15,16,17,18	68
1.5e-1073741821	none	-
1.5e-1073741822	none	-
1.5e-1073741823	none	-
1.5e-1073741824	none	-
1.5e-1073741825	none	-
1.5e-131070	none	-
1.5e-131071	none	-
1.5e-131072	none	-
1.5e-131073	none	-
1.5e-131074	none	-
1.5e-16381	14,15,16,17,18	74
1.5e-16382	14,15,16,17,18	75
1.5e-16383	none	-
1.5e-16384	none	-
1.5e-16385	none	-
1.5e-2	14,15,16,17,18	69
1.5e0	14,15,16,17,18	72
1.5e1	14,15,16,17,18	73
1.5e1073741821	none	-
1.5e1073741822	none	-
1.5e1073741823	none	-
1.5e1073741824	none	-
1.5e1073741825	none	-
1.5e131069	14,15,16,17,18	76
1.5e131070	14,15,16,17,18	77
1.5e131071	14,15,16,17,18	78
1.5e131072	none	-
1.5e131073	none	-
1.5e131074	none	-
1.5e16381	14,15,16,17,18	79
1.5e16382	14,15,16,17,18	80
1.5e16383	14,15,16,17,18	81
1.5e16384	14,15,16,17,18	82
1.5e16385	14,15,16,17,18	83
1.5e2	14,15,16,17,18	84
10	14,15,16,17,18	37
100	14,15,16,17,18	53
100e-1	14,15,16,17,18	37
100e-2	14,15,16,17,18	54
100e-3	14,15,16,17,18	38
100e-4	14,15,16,17,18	85
100e0	14,15,16,17,18	53
10e-1	14,15,16,17,18	54
10e-2	14,15,16,17,18	38
10e-3	14,15,16,17,18	85
10e0	14,15,16,17,18	37
10e1	14,15,16,17,18	53
12345678900e-12	14,15,16,17,18	86
12345678900e-2	14,15,16,17,18	87
12345678900e-7	14,15,16,17,18	88
12345678900e3	14,15,16,17,18	89
12345678900e8	14,15,16,17,18	90
12345678901234567890123456	14,15,16,17,18	56
12345678901234567890123457	14,15,16,17,18	91
1234567890e-1	14,15,16,17,18	87
1234567890e-11	14,15,16,17,18	86
1234567890e-6	14,15,16,17,18	88
1234567890e4	14,15,16,17,18	89
1234567890e9	14,15,16,17,18	90
123456789e-10	14,15,16,17,18	86
123456789e-5	14,15,16,17,18	88
123456789e0	14,15,16,17,18	87
123456789e10	14,15,16,17,18	90
123456789e5	14,15,16,17,18	89
15.0e1	14,15,16,17,18	84
15.5	14,15,16,17,18	41
150	14,15,16,17,18	84
1500e-1	14,15,16,17,18	84
1550e-2	14,15,16,17,18	41
1E+5	14,15,16,17,18	92
1E0	14,15,16,17,18	54
1E5	14,15,16,17,18	92
1e+0	14,15,16,17,18	54
1e+5	14,15,16,17,18	92
1e-0	14,15,16,17,18	54
1e-05	14,15,16,17,18	93
1e-1	14,15,16,17,18	38
1e-1073741821	none	-
1e-1073741822	none	-
1e-1073741823	none	-
1e-1073741824	none	-
1e-1073741825	none	-
1e-131070	none	-
1e-131071	none	-
1e-131072	none	-
1e-131073	none	-
1e-131074	none	-
1e-16381	14,15,16,17,18	94
1e-16382	14,15,16,17,18	42
1e-16383	14,15,16,17,18	43
1e-16384	none	-
1e-16385	none	-
1e-2	14,15,16,17,18	85
1e0	14,15,16,17,18	54
1e0000000000000000005	14,15,16,17,18	92
1e05	14,15,16,17,18	92
1e1	14,15,16,17,18	37
1e1073741821	none	-
1e1073741822	none	-
1e1073741823	none	-
1e1073741824	none	-
1e1073741825	none	-
1e131069	14,15,16,17,18	45
1e131070	14,15,16,17,18	46
1e131071	14,15,16,17,18	47
1e131072	none	-
1e131073	none	-
1e131074	none	-
1e16381	14,15,16,17,18	49
1e16382	14,15,16,17,18	50
1e16383	14,15,16,17,18	51
1e16384	14,15,16,17,18	52
1e16385	14,15,16,17,18	95
1e2	14,15,16,17,18	53
900e-2	14,15,16,17,18	96
900e-5	14,15,16,17,18	97
900e-8	14,15,16,17,18	98
900e1	14,15,16,17,18	99
900e4	14,15,16,17,18	100
90e-1	14,15,16,17,18	96
90e-4	14,15,16,17,18	97
90e-7	14,15,16,17,18	98
90e2	14,15,16,17,18	99
90e5	14,15,16,17,18	100
9e-3	14,15,16,17,18	97
9e-6	14,15,16,17,18	98
9e0	14,15,16,17,18	96
9e3	14,15,16,17,18	99
9e6	14,15,16,17,18	100
