# PostgreSQL oracle for postgres-jsonb-canonical.
# Recorded from live servers. Regenerate with:
#   UPDATE_ORACLE=1 cargo test --release --test differential
# Columns: spelling, majors accepting it, equivalence class under `jsonb =`.
# A class of `-` means every server refused the spelling.
-0	14,15,16,17,18	0
-0.0	14,15,16,17,18	0
-0e-1	14,15,16,17,18	0
-0e-2	14,15,16,17,18	0
-0e0	14,15,16,17,18	0
-0e1	14,15,16,17,18	0
-0e2	14,15,16,17,18	0
-1.25e-2	14,15,16,17,18	1
-1.25e-4	14,15,16,17,18	2
-1.25e0	14,15,16,17,18	3
-1.25e2	14,15,16,17,18	4
-1.25e4	14,15,16,17,18	5
-1.5e-1	14,15,16,17,18	6
-1.5e-2	14,15,16,17,18	7
-1.5e0	14,15,16,17,18	8
-1.5e1	14,15,16,17,18	9
-1.5e2	14,15,16,17,18	10
-123456789e-10	14,15,16,17,18	11
-123456789e-5	14,15,16,17,18	12
-123456789e0	14,15,16,17,18	13
-123456789e10	14,15,16,17,18	14
-123456789e5	14,15,16,17,18	15
-1e-1	14,15,16,17,18	16
-1e-1073741821	none	-
-1e-1073741822	none	-
-1e-1073741823	none	-
-1e-1073741824	none	-
-1e-1073741825	none	-
-1e-131070	none	-
-1e-131071	none	-
-1e-131072	none	-
-1e-131073	none	-
-1e-131074	none	-
-1e-16381	14,15,16,17,18	17
-1e-16382	14,15,16,17,18	18
-1e-16383	14,15,16,17,18	19
-1e-16384	none	-
-1e-16385	none	-
-1e-2	14,15,16,17,18	20
-1e0	14,15,16,17,18	21
-1e1	14,15,16,17,18	22
-1e1073741821	none	-
-1e1073741822	none	-
-1e1073741823	none	-
-1e1073741824	none	-
-1e1073741825	none	-
-1e131069	14,15,16,17,18	23
-1e131070	14,15,16,17,18	24
-1e131071	14,15,16,17,18	25
-1e131072	none	-
-1e131073	none	-
-1e131074	none	-
-1e16381	14,15,16,17,18	26
-1e16382	14,15,16,17,18	27
-1e16383	14,15,16,17,18	28
-1e16384	14,15,16,17,18	29
-1e16385	14,15,16,17,18	30
-1e2	14,15,16,17,18	31
-9e-3	14,15,16,17,18	32
-9e-6	14,15,16,17,18	33
-9e0	14,15,16,17,18	34
-9e3	14,15,16,17,18	35
-9e6	14,15,16,17,18	36
0	14,15,16,17,18	0
0.0	14,15,16,17,18	0
0.000	14,15,16,17,18	0
0.01e3	14,15,16,17,18	37
0.1	14,15,16,17,18	38
0.10	14,15,16,17,18	38
0.100	14,15,16,17,18	38
0.1000000000000000000000001	14,15,16,17,18	39
0.1000000000000000000000002	14,15,16,17,18	40
0.155e2	14,15,16,17,18	41
0.1e-1073741821	none	-
0.1e-1073741822	none	-
0.1e-1073741823	none	-
0.1e-1073741824	none	-
0.1e-1073741825	none	-
0.1e-131070	none	-
0.1e-131071	none	-
0.1e-131072	none	-
0.1e-131073	none	-
0.1e-131074	none	-
0.1e-16381	14,15,16,17,18	42
0.1e-16382	14,15,16,17,18	43
0.1e-16383	none	-
0.1e-16384	none	-
0.1e-16385	none	-
0.1e1073741821	none	-
0.1e1073741822	none	-
0.1e1073741823	none	-
0.1e1073741824	none	-
0.1e1073741825	none	-
0.1e131069	14,15,16,17,18	44
0.1e131070	14,15,16,17,18	45
0.1e131071	14,15,16,17,18	46
0.1e131072	14,15,16,17,18	47
0.1e131073	none	-
0.1e131074	none	-
0.1e16381	14,15,16,17,18	48
0.1e16382	14,15,16,17,18	49
0.1e16383	14,15,16,17,18	50
0.1e16384	14,15,16,17,18	51
0.1e16385	14,15,16,17,18	52
0.1e2	14,15,16,17,18	37
0.1e3	14,15,16,17,18	53
0e-1	14,15,16,17,18	0
0e-1073741821	none	-
0e-1073741822	none	-
0e-1073741823	none	-
0e-1073741824	none	-
0e-1073741825	none	-
0e-131070	none	-
0e-131071	none	-
0e-131072	none	-
0e-131073	none	-
0e-131074	none	-
0e-16381	14,15,16,17,18	0
0e-16382	14,15,16,17,18	0
0e-16383	14,15,16,17,18	0
0e-16384	none	-
0e-16385	none	-
0e-2	14,15,16,17,18	0
0e0	14,15,16,17,18	0
0e1	14,15,16,17,18	0
0e1073741821	14,15,16,17,18	0
0e1073741822	14,15,16,17,18	0
0e1073741823	16,17,18	0
0e1073741824	none	-
0e1073741825	none	-
0e131069	14,15,16,17,18	0
0e131070	14,15,16,17,18	0
0e131071	14,15,16,17,18	0
0e131072	14,15,16,17,18	0
0e131073	14,15,16,17,18	0
0e131074	14,15,16,17,18	0
0e16381	14,15,16,17,18	0
0e16382	14,15,16,17,18	0
0e16383	14,15,16,17,18	0
0e16384	14,15,16,17,18	0
0e16385	14,15,16,17,18	0
0e2	14,15,16,17,18	0
1	14,15,16,17,18	54
1.0	14,15,16,17,18	54
1.00	14,15,16,17,18	54
1.000	14,15,16,17,18	54
1.0000000000000000000000001	14,15,16,17,18	55
1.0e2	14,15,16,17,18	53
1.2345678901234567890123456e25	14,15,16,17,18	56
1.2500e-2	14,15,16,17,18	57
1.2500e-4	14,15,16,17,18	58
1.2500e-6	14,15,16,17,18	59
1.2500e0	14,15,16,17,18	60
1.2500e2	14,15,16,17,18	61
1.250e-1	14,15,16,17,18	62
